Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,all_symptoms
Epistaxis,ringing_in_ears,headache,facial_pain,ear_fullness,fever,redness_ear_canal,headache,loss_of_smell,"['ringing_in_ears', 'headache', 'facial_pain', 'ear_fullness', 'fever', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Meniere’s Disease,nasal_congestion,runny_nose,sore_throat,fluid_discharge,nasal_congestion,loss_of_balance,headache,loss_of_smell,"['nasal_congestion', 'runny_nose', 'sore_throat', 'fluid_discharge', 'nasal_congestion', 'loss_of_balance', 'headache', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,headache,itchy_nose,dry_cough,snoring,loss_of_balance,itchy_throat,loss_of_smell,"['sore_throat', 'headache', 'itchy_nose', 'dry_cough', 'snoring', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Meniere’s Disease,hoarseness,runny_nose,hearing_difficulty,swollen_lymph_nodes,nasal_congestion,loss_of_balance,headache,loss_of_smell,"['hoarseness', 'runny_nose', 'hearing_difficulty', 'swollen_lymph_nodes', 'nasal_congestion', 'loss_of_balance', 'headache', 'loss_of_smell']"
Deviated Septum,sore_throat,crusting_in_nose,facial_pain,facial_pain,hearing_difficulty,postnasal_drip,itchy_throat,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'facial_pain', 'facial_pain', 'hearing_difficulty', 'postnasal_drip', 'itchy_throat', 'loss_of_smell']"
Otitis Media,ringing_in_ears,buzzing_in_ears,swelling_ear_canal,ear_fullness,red_tonsils,vomiting,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'buzzing_in_ears', 'swelling_ear_canal', 'ear_fullness', 'red_tonsils', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,hoarseness,loss_of_voice,sore_throat,thick_nasal_discharge,fever,white_patches_throat,loss_of_balance,loss_of_smell,"['hoarseness', 'loss_of_voice', 'sore_throat', 'thick_nasal_discharge', 'fever', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Allergic Rhinitis,vertigo,headache,itchy_nose,disturbed_sleep,nausea,redness_ear_canal,loss_of_balance,loss_of_smell,"['vertigo', 'headache', 'itchy_nose', 'disturbed_sleep', 'nausea', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,sneezing,buzzing_in_ears,headache,disturbed_sleep,fever,redness_ear_canal,postnasal_drip,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'headache', 'disturbed_sleep', 'fever', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,sore_throat,tinnitus,fever,blood_in_nasal_discharge,nausea,fatigue,headache,loss_of_smell,"['sore_throat', 'tinnitus', 'fever', 'blood_in_nasal_discharge', 'nausea', 'fatigue', 'headache', 'loss_of_smell']"
Otitis Media,nasal_congestion,difficulty_swallowing,headache,pus_discharge,irritability,vomiting,headache,loss_of_smell,"['nasal_congestion', 'difficulty_swallowing', 'headache', 'pus_discharge', 'irritability', 'vomiting', 'headache', 'loss_of_smell']"
Epistaxis,ear_pain,ear_pain,facial_pain,fluid_discharge,irritability,redness_ear_canal,itchy_throat,loss_of_smell,"['ear_pain', 'ear_pain', 'facial_pain', 'fluid_discharge', 'irritability', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Otitis Media,nosebleeds,loss_of_voice,hearing_difficulty,thick_nasal_discharge,fever,vomiting,headache,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'hearing_difficulty', 'thick_nasal_discharge', 'fever', 'vomiting', 'headache', 'loss_of_smell']"
Deviated Septum,nosebleeds,difficulty_swallowing,sore_throat,thick_nasal_discharge,fever,redness_ear_canal,loss_of_balance,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'sore_throat', 'thick_nasal_discharge', 'fever', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,ear_itching,recurrent_sinus_infections,nasal_irritation,fluid_discharge,throat_irritation,postnasal_drip,postnasal_drip,loss_of_smell,"['ear_itching', 'recurrent_sinus_infections', 'nasal_irritation', 'fluid_discharge', 'throat_irritation', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,sore_throat,fever,swelling_ear_canal,watery_eyes,hearing_difficulty,loss_of_balance,itchy_throat,loss_of_smell,"['sore_throat', 'fever', 'swelling_ear_canal', 'watery_eyes', 'hearing_difficulty', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,nosebleeds,crusting_in_nose,hearing_difficulty,disturbed_sleep,snoring,fatigue,headache,loss_of_smell,"['nosebleeds', 'crusting_in_nose', 'hearing_difficulty', 'disturbed_sleep', 'snoring', 'fatigue', 'headache', 'loss_of_smell']"
Epistaxis,ear_itching,headache,swelling_ear_canal,swollen_lymph_nodes,red_tonsils,loss_of_balance,itchy_throat,loss_of_smell,"['ear_itching', 'headache', 'swelling_ear_canal', 'swollen_lymph_nodes', 'red_tonsils', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,nasal_obstruction,ear_pain,fever,ear_fullness,snoring,redness_ear_canal,itchy_throat,loss_of_smell,"['nasal_obstruction', 'ear_pain', 'fever', 'ear_fullness', 'snoring', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,facial_pain,dry_cough,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nosebleeds', 'ear_pain', 'facial_pain', 'dry_cough', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Otitis Media,nosebleeds,ear_pain,hearing_loss,swollen_lymph_nodes,irritability,redness_ear_canal,loss_of_balance,loss_of_smell,"['nosebleeds', 'ear_pain', 'hearing_loss', 'swollen_lymph_nodes', 'irritability', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Tinnitus,nasal_obstruction,crusting_in_nose,sore_throat,pus_discharge,nausea,white_patches_throat,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'crusting_in_nose', 'sore_throat', 'pus_discharge', 'nausea', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,ringing_in_ears,loss_of_voice,hearing_loss,pus_discharge,hearing_difficulty,loss_of_balance,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'hearing_loss', 'pus_discharge', 'hearing_difficulty', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,nasal_congestion,recurrent_sinus_infections,itchy_nose,swollen_lymph_nodes,throat_irritation,postnasal_drip,postnasal_drip,loss_of_smell,"['nasal_congestion', 'recurrent_sinus_infections', 'itchy_nose', 'swollen_lymph_nodes', 'throat_irritation', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,sore_throat,thick_nasal_discharge,nasal_congestion,white_patches_throat,postnasal_drip,loss_of_smell,"['nosebleeds', 'ear_pain', 'sore_throat', 'thick_nasal_discharge', 'nasal_congestion', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,vertigo,loss_of_voice,fever,fluid_discharge,nausea,redness_ear_canal,ear_tugging,loss_of_smell,"['vertigo', 'loss_of_voice', 'fever', 'fluid_discharge', 'nausea', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Otitis Media,ear_itching,crusting_in_nose,nasal_irritation,fluid_discharge,nausea,white_patches_throat,itchy_throat,loss_of_smell,"['ear_itching', 'crusting_in_nose', 'nasal_irritation', 'fluid_discharge', 'nausea', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,sneezing,ear_pain,itchy_nose,dry_cough,snoring,white_patches_throat,headache,loss_of_smell,"['sneezing', 'ear_pain', 'itchy_nose', 'dry_cough', 'snoring', 'white_patches_throat', 'headache', 'loss_of_smell']"
Meniere’s Disease,sore_throat,crusting_in_nose,swelling_ear_canal,watery_eyes,snoring,breathing_difficulty,loss_of_balance,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'snoring', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,sore_throat,difficulty_swallowing,nasal_irritation,ear_fullness,nasal_congestion,vomiting,postnasal_drip,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'nasal_irritation', 'ear_fullness', 'nasal_congestion', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,nasal_obstruction,tinnitus,swelling_ear_canal,fluid_discharge,snoring,vomiting,headache,loss_of_smell,"['nasal_obstruction', 'tinnitus', 'swelling_ear_canal', 'fluid_discharge', 'snoring', 'vomiting', 'headache', 'loss_of_smell']"
Tinnitus,ear_pain,tinnitus,hearing_loss,thick_nasal_discharge,fever,breathing_difficulty,headache,loss_of_smell,"['ear_pain', 'tinnitus', 'hearing_loss', 'thick_nasal_discharge', 'fever', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Deviated Septum,ringing_in_ears,runny_nose,facial_pain,disturbed_sleep,throat_irritation,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'runny_nose', 'facial_pain', 'disturbed_sleep', 'throat_irritation', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,hoarseness,loss_of_voice,hearing_loss,swollen_lymph_nodes,nausea,white_patches_throat,postnasal_drip,loss_of_smell,"['hoarseness', 'loss_of_voice', 'hearing_loss', 'swollen_lymph_nodes', 'nausea', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Laryngitis,ear_pain,buzzing_in_ears,itchy_nose,disturbed_sleep,nausea,redness_ear_canal,loss_of_balance,loss_of_smell,"['ear_pain', 'buzzing_in_ears', 'itchy_nose', 'disturbed_sleep', 'nausea', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,ringing_in_ears,loss_of_voice,swelling_ear_canal,facial_pain,hearing_difficulty,vomiting,itchy_throat,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'swelling_ear_canal', 'facial_pain', 'hearing_difficulty', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Epistaxis,nasal_congestion,recurrent_sinus_infections,itchy_nose,disturbed_sleep,snoring,postnasal_drip,ear_tugging,loss_of_smell,"['nasal_congestion', 'recurrent_sinus_infections', 'itchy_nose', 'disturbed_sleep', 'snoring', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Laryngitis,hoarseness,runny_nose,facial_pain,swollen_lymph_nodes,red_tonsils,postnasal_drip,ear_tugging,loss_of_smell,"['hoarseness', 'runny_nose', 'facial_pain', 'swollen_lymph_nodes', 'red_tonsils', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Sinusitis,sneezing,crusting_in_nose,headache,watery_eyes,nasal_congestion,white_patches_throat,loss_of_balance,loss_of_smell,"['sneezing', 'crusting_in_nose', 'headache', 'watery_eyes', 'nasal_congestion', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,nosebleeds,recurrent_sinus_infections,hearing_loss,blood_in_nasal_discharge,hearing_difficulty,redness_ear_canal,postnasal_drip,loss_of_smell,"['nosebleeds', 'recurrent_sinus_infections', 'hearing_loss', 'blood_in_nasal_discharge', 'hearing_difficulty', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,vertigo,recurrent_sinus_infections,swelling_ear_canal,swollen_lymph_nodes,throat_irritation,loss_of_balance,ear_tugging,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'swollen_lymph_nodes', 'throat_irritation', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,nasal_congestion,difficulty_swallowing,sore_throat,blood_in_nasal_discharge,nausea,postnasal_drip,loss_of_balance,loss_of_smell,"['nasal_congestion', 'difficulty_swallowing', 'sore_throat', 'blood_in_nasal_discharge', 'nausea', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,ringing_in_ears,recurrent_sinus_infections,itchy_nose,watery_eyes,nasal_congestion,vomiting,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'recurrent_sinus_infections', 'itchy_nose', 'watery_eyes', 'nasal_congestion', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,nasal_obstruction,headache,fever,disturbed_sleep,red_tonsils,redness_ear_canal,headache,loss_of_smell,"['nasal_obstruction', 'headache', 'fever', 'disturbed_sleep', 'red_tonsils', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Tonsillitis,sore_throat,recurrent_sinus_infections,fever,dry_cough,nasal_congestion,loss_of_balance,loss_of_balance,loss_of_smell,"['sore_throat', 'recurrent_sinus_infections', 'fever', 'dry_cough', 'nasal_congestion', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,sore_throat,headache,itchy_nose,swollen_lymph_nodes,nausea,breathing_difficulty,postnasal_drip,loss_of_smell,"['sore_throat', 'headache', 'itchy_nose', 'swollen_lymph_nodes', 'nausea', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,sore_throat,recurrent_sinus_infections,fever,dry_cough,nasal_congestion,loss_of_balance,loss_of_balance,loss_of_smell,"['sore_throat', 'recurrent_sinus_infections', 'fever', 'dry_cough', 'nasal_congestion', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,sneezing,buzzing_in_ears,hearing_loss,disturbed_sleep,hearing_difficulty,redness_ear_canal,loss_of_balance,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'hearing_loss', 'disturbed_sleep', 'hearing_difficulty', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,sore_throat,headache,hearing_difficulty,pus_discharge,red_tonsils,vomiting,postnasal_drip,loss_of_smell,"['sore_throat', 'headache', 'hearing_difficulty', 'pus_discharge', 'red_tonsils', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,nosebleeds,runny_nose,hearing_loss,blood_in_nasal_discharge,nausea,redness_ear_canal,ear_tugging,loss_of_smell,"['nosebleeds', 'runny_nose', 'hearing_loss', 'blood_in_nasal_discharge', 'nausea', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,nasal_obstruction,runny_nose,facial_pain,swollen_lymph_nodes,irritability,redness_ear_canal,postnasal_drip,loss_of_smell,"['nasal_obstruction', 'runny_nose', 'facial_pain', 'swollen_lymph_nodes', 'irritability', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,nosebleeds,difficulty_swallowing,swelling_ear_canal,ear_fullness,nasal_congestion,vomiting,postnasal_drip,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'swelling_ear_canal', 'ear_fullness', 'nasal_congestion', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,sore_throat,crusting_in_nose,hearing_difficulty,swollen_lymph_nodes,nausea,loss_of_balance,headache,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'hearing_difficulty', 'swollen_lymph_nodes', 'nausea', 'loss_of_balance', 'headache', 'loss_of_smell']"
Sinusitis,nosebleeds,difficulty_swallowing,hearing_difficulty,watery_eyes,irritability,fatigue,loss_of_balance,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'hearing_difficulty', 'watery_eyes', 'irritability', 'fatigue', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,hoarseness,headache,headache,ear_fullness,hearing_difficulty,redness_ear_canal,loss_of_balance,loss_of_smell,"['hoarseness', 'headache', 'headache', 'ear_fullness', 'hearing_difficulty', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,ear_itching,loss_of_voice,hearing_loss,dry_cough,nausea,white_patches_throat,loss_of_balance,loss_of_smell,"['ear_itching', 'loss_of_voice', 'hearing_loss', 'dry_cough', 'nausea', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Epistaxis,ear_itching,tinnitus,swelling_ear_canal,swollen_lymph_nodes,red_tonsils,white_patches_throat,headache,loss_of_smell,"['ear_itching', 'tinnitus', 'swelling_ear_canal', 'swollen_lymph_nodes', 'red_tonsils', 'white_patches_throat', 'headache', 'loss_of_smell']"
Meniere’s Disease,ear_itching,difficulty_swallowing,fever,watery_eyes,hearing_difficulty,postnasal_drip,loss_of_balance,loss_of_smell,"['ear_itching', 'difficulty_swallowing', 'fever', 'watery_eyes', 'hearing_difficulty', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,vertigo,buzzing_in_ears,sore_throat,disturbed_sleep,nasal_congestion,fatigue,headache,loss_of_smell,"['vertigo', 'buzzing_in_ears', 'sore_throat', 'disturbed_sleep', 'nasal_congestion', 'fatigue', 'headache', 'loss_of_smell']"
Deviated Septum,ringing_in_ears,runny_nose,facial_pain,disturbed_sleep,throat_irritation,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'runny_nose', 'facial_pain', 'disturbed_sleep', 'throat_irritation', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,ringing_in_ears,loss_of_voice,swelling_ear_canal,blood_in_nasal_discharge,throat_irritation,postnasal_drip,headache,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'throat_irritation', 'postnasal_drip', 'headache', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,tinnitus,headache,dry_cough,nausea,postnasal_drip,ear_tugging,loss_of_smell,"['sore_throat', 'tinnitus', 'headache', 'dry_cough', 'nausea', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Deviated Septum,ringing_in_ears,loss_of_voice,hearing_loss,pus_discharge,hearing_difficulty,loss_of_balance,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'hearing_loss', 'pus_discharge', 'hearing_difficulty', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Epistaxis,sneezing,difficulty_swallowing,sore_throat,ear_fullness,snoring,redness_ear_canal,itchy_throat,loss_of_smell,"['sneezing', 'difficulty_swallowing', 'sore_throat', 'ear_fullness', 'snoring', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Meniere’s Disease,sore_throat,difficulty_swallowing,nasal_irritation,ear_fullness,nasal_congestion,vomiting,postnasal_drip,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'nasal_irritation', 'ear_fullness', 'nasal_congestion', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,sore_throat,tinnitus,fever,blood_in_nasal_discharge,nausea,fatigue,headache,loss_of_smell,"['sore_throat', 'tinnitus', 'fever', 'blood_in_nasal_discharge', 'nausea', 'fatigue', 'headache', 'loss_of_smell']"
Tonsillitis,ear_pain,difficulty_swallowing,nasal_irritation,swollen_lymph_nodes,fever,redness_ear_canal,headache,loss_of_smell,"['ear_pain', 'difficulty_swallowing', 'nasal_irritation', 'swollen_lymph_nodes', 'fever', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Sinusitis,ringing_in_ears,crusting_in_nose,itchy_nose,facial_pain,nausea,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'crusting_in_nose', 'itchy_nose', 'facial_pain', 'nausea', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,hoarseness,fever,facial_pain,disturbed_sleep,red_tonsils,fatigue,postnasal_drip,loss_of_smell,"['hoarseness', 'fever', 'facial_pain', 'disturbed_sleep', 'red_tonsils', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,ear_itching,runny_nose,hearing_difficulty,watery_eyes,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['ear_itching', 'runny_nose', 'hearing_difficulty', 'watery_eyes', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,ringing_in_ears,loss_of_voice,itchy_nose,swollen_lymph_nodes,nasal_congestion,postnasal_drip,ear_tugging,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'itchy_nose', 'swollen_lymph_nodes', 'nasal_congestion', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Tonsillitis,ear_itching,headache,sore_throat,disturbed_sleep,snoring,breathing_difficulty,headache,loss_of_smell,"['ear_itching', 'headache', 'sore_throat', 'disturbed_sleep', 'snoring', 'breathing_difficulty', 'headache', 'loss_of_smell']"
